"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ARPC51",0,0.668112762388721,0.749,0.477,0,"Mono/Macro","ARPC5"
"CLIC12",0,0.663505050325564,0.91,0.669,0,"Mono/Macro","CLIC1"
"ATP5F1A",0,0.659362647372362,0.903,0.838,0,"Mono/Macro","ATP5F1A"
"JUND",0,0.651603000610243,0.5,0.244,0,"Mono/Macro","JUND"
"HLA-DRB52",0,0.647717053967599,0.628,0.352,0,"Mono/Macro","HLA-DRB5"
"TLN11",0,0.646213315014021,0.663,0.329,0,"Mono/Macro","TLN1"
"B4GALT1",0,0.641337108676987,0.623,0.405,0,"Mono/Macro","B4GALT1"
"LCP1",0,0.641010761325983,0.882,0.663,0,"Mono/Macro","LCP1"
"HIGD2A",0,0.63072290336244,0.808,0.593,0,"Mono/Macro","HIGD2A"
"PSMB3",0,0.628050756288879,0.664,0.395,0,"Mono/Macro","PSMB3"
"ZFP36L11",0,0.617318574016263,0.627,0.457,0,"Mono/Macro","ZFP36L1"
"TXN1",0,0.61456296786291,0.615,0.341,0,"Mono/Macro","TXN"
"TMSB10",0,0.612375761562176,0.999,0.99,0,"Mono/Macro","TMSB10"
"ATP5MF1",0,0.610806985312464,0.738,0.488,0,"Mono/Macro","ATP5MF"
"UQCR11",0,0.609928999443108,0.87,0.69,0,"Mono/Macro","UQCR11"
"CAST",0,0.603849931333185,0.738,0.47,0,"Mono/Macro","CAST"
"ISG15",0,0.597461394142409,0.506,0.324,0,"Mono/Macro","ISG15"
"BST2",0,0.596510274133526,0.665,0.389,0,"Mono/Macro","BST2"
"ATP5MC21",0,0.596467314766219,0.954,0.88,0,"Mono/Macro","ATP5MC2"
"ENO11",0,0.595564109276198,0.775,0.562,0,"Mono/Macro","ENO1"
"FGF23",0,0.593718416366126,0.822,0.707,0,"Mono/Macro","FGF23"
"IQGAP1",0,0.584014163867705,0.714,0.429,0,"Mono/Macro","IQGAP1"
"RNASEK",0,0.583200978661487,0.556,0.321,0,"Mono/Macro","RNASEK"
"STMP1",0,0.582945732673167,0.571,0.305,0,"Mono/Macro","STMP1"
"CD44",0,0.581858567168888,0.77,0.55,0,"Mono/Macro","CD44"
"CD742",0,0.581721960638813,0.989,0.832,0,"Mono/Macro","CD74"
"HLA-DPA12",0,0.577207934354862,0.738,0.48,0,"Mono/Macro","HLA-DPA1"
"CHCHD10",0,0.572939381149734,0.507,0.267,0,"Mono/Macro","CHCHD10"
"SYNGR22",0,0.571735556172493,0.584,0.321,0,"Mono/Macro","SYNGR2"
"ATP6V0E11",0,0.55481087011453,0.752,0.534,0,"Mono/Macro","ATP6V0E1"
"PDGFA1",0,0.54964778088444,0.631,0.493,0,"Mono/Macro","PDGFA"
"RTN4",0,0.54640794410579,0.552,0.29,0,"Mono/Macro","RTN4"
"NFKBIA",0,0.546177616770209,0.785,0.601,0,"Mono/Macro","NFKBIA"
"POLR2L",0,0.5452743211905,0.726,0.504,0,"Mono/Macro","POLR2L"
"TUBA1A",0,0.544322088478536,0.566,0.372,0,"Mono/Macro","TUBA1A"
"CD63",0,0.544028093490418,0.592,0.311,0,"Mono/Macro","CD63"
"ZFP361",0,0.543877467048416,0.815,0.618,0,"Mono/Macro","ZFP36"
"EMP3",0,0.535836518335436,0.912,0.786,0,"Mono/Macro","EMP3"
"ANAPC11",0,0.531520254175659,0.595,0.341,0,"Mono/Macro","ANAPC11"
"WDR83OS",0,0.529593917454233,0.724,0.494,0,"Mono/Macro","WDR83OS"
"ATP5PD",0,0.52707703662976,0.686,0.451,0,"Mono/Macro","ATP5PD"
"MTRNR2L6",0,0.526362335326036,0.514,0.317,0,"Mono/Macro","MTRNR2L6"
"ACTB2",0,0.526304772562793,1,0.995,0,"Mono/Macro","ACTB"
"UQCRQ",0,0.524950983985016,0.667,0.428,0,"Mono/Macro","UQCRQ"
"PTP4A21",0,0.521304138050204,0.65,0.393,0,"Mono/Macro","PTP4A2"
"REEP5",0,0.513159376029444,0.539,0.292,0,"Mono/Macro","REEP5"
"GDI21",0,0.512265164710854,0.631,0.414,0,"Mono/Macro","GDI2"
"NAA381",0,0.510326788904733,0.539,0.3,0,"Mono/Macro","NAA38"
"RHOA1",0,0.508847547146408,0.911,0.836,0,"Mono/Macro","RHOA"
"GNLY",0,3.34437730515508,0.957,0.207,0,"NK","GNLY"
"GZMB",0,2.93004750106224,0.936,0.15,0,"NK","GZMB"
"SPON2",0,2.88862762114115,0.779,0.11,0,"NK","SPON2"
"PRF1",0,2.8222029947663,0.933,0.199,0,"NK","PRF1"
"NKG71",0,2.73523250230731,0.999,0.326,0,"NK","NKG7"
"FGFBP2",0,2.59032699517461,0.867,0.148,0,"NK","FGFBP2"
"CST71",0,2.47430370988373,0.983,0.272,0,"NK","CST7"
"CTSW1",0,2.46238389313922,0.966,0.306,0,"NK","CTSW"
"CLIC3",0,2.4140874857462,0.673,0.079,0,"NK","CLIC3"
"KLRF1",0,2.22715057004829,0.681,0.035,0,"NK","KLRF1"
"CCL4",0,2.18556939488484,0.677,0.133,0,"NK","CCL4"
"KLRD1",0,2.17632252328965,0.836,0.161,0,"NK","KLRD1"
"CD247",0,2.16409210494629,0.891,0.318,0,"NK","CD247"
"GZMA1",0,2.13438503676553,0.931,0.237,0,"NK","GZMA"
"HOPX",0,2.07993291559929,0.759,0.158,0,"NK","HOPX"
"FCGR3A",0,2.0454623333396,0.778,0.135,0,"NK","FCGR3A"
"GZMH1",0,1.95179782349232,0.855,0.184,0,"NK","GZMH"
"CD7",0,1.94746204236419,0.871,0.392,0,"NK","CD7"
"CCL52",0,1.91111672089126,0.905,0.334,0,"NK","CCL5"
"IL2RB",0,1.80013434558087,0.571,0.093,0,"NK","IL2RB"
"S1PR5",0,1.77338380191061,0.611,0.088,0,"NK","S1PR5"
"KLRB1",0,1.75599737418448,0.679,0.157,0,"NK","KLRB1"
"ADGRG1",0,1.65632237171658,0.579,0.085,0,"NK","ADGRG1"
"TTC38",0,1.633208089311,0.551,0.079,0,"NK","TTC38"
"GZMM1",0,1.55611818325242,0.837,0.331,0,"NK","GZMM"
"CMC1",0,1.53229822213053,0.544,0.166,0,"NK","CMC1"
"TRBC1",0,1.51982695143188,0.641,0.247,0,"NK","TRBC1"
"APMAP",0,1.48072267094728,0.632,0.198,0,"NK","APMAP"
"LITAF1",0,1.41592676617244,0.881,0.524,0,"NK","LITAF"
"IFITM2",0,1.36143105254481,0.916,0.645,0,"NK","IFITM2"
"MATK",0,1.34673997075637,0.501,0.109,0,"NK","MATK"
"IFITM1",0,1.32545580549234,0.993,0.723,0,"NK","IFITM1"
"GNG2",0,1.25124669477639,0.661,0.323,0,"NK","GNG2"
"SYNE1",0,1.21543066824282,0.577,0.24,0,"NK","SYNE1"
"EFHD2",0,1.16972122176895,0.663,0.334,0,"NK","EFHD2"
"ZAP701",0,1.15352382487166,0.67,0.295,0,"NK","ZAP70"
"ARL4C1",0,1.12169743224214,0.641,0.309,0,"NK","ARL4C"
"HCST1",0,1.12024775300826,0.949,0.741,0,"NK","HCST"
"C12orf75",0,1.10839421576422,0.577,0.204,0,"NK","C12orf75"
"TPST21",0,1.07459548355801,0.531,0.212,0,"NK","TPST2"
"RARRES31",0,1.06804902780767,0.783,0.496,0,"NK","RARRES3"
"RUNX3",0,1.03447791070951,0.506,0.226,0,"NK","RUNX3"
"ALOX5AP",0,1.00257987580769,0.54,0.299,0,"NK","ALOX5AP"
"UBB",0,0.988200622441518,0.886,0.713,0,"NK","UBB"
"PRKCH",0,0.980709957231017,0.536,0.244,0,"NK","PRKCH"
"ARPC5L",0,0.968039231445787,0.54,0.278,0,"NK","ARPC5L"
"JAK1",0,0.959997506553783,0.726,0.544,0,"NK","JAK1"
"SLC9A3R1",0,0.949688248017749,0.575,0.315,0,"NK","SLC9A3R1"
"PLEK1",0,0.948123083343726,0.63,0.358,0,"NK","PLEK"
"SYNE21",0,0.938504364895868,0.573,0.288,0,"NK","SYNE2"
"PLAC8",0,0.908098044205127,0.613,0.368,0,"NK","PLAC8"
"PDIA3",0,0.905229666071411,0.709,0.516,0,"NK","PDIA3"
"CALM11",0,0.899040431871809,0.964,0.862,0,"NK","CALM1"
"CALR",0,0.897065837187302,0.704,0.525,0,"NK","CALR"
"ITGB21",0,0.891817079188503,0.933,0.727,0,"NK","ITGB2"
"CD992",0,0.886315277064558,0.892,0.674,0,"NK","CD99"
"CD631",0,0.878614396273716,0.592,0.349,0,"NK","CD63"
"HLA-C",0,0.875068618786672,0.997,0.976,0,"NK","HLA-C"
"CTSC",0,0.863153666791524,0.611,0.371,0,"NK","CTSC"
"PFN1",0,0.86237696998284,0.984,0.952,0,"NK","PFN1"
"DHRS7",0,0.854786777969059,0.571,0.352,0,"NK","DHRS7"
"MBP",0,0.853159170696053,0.571,0.355,0,"NK","MBP"
"HLA-A",0,0.846930937333265,0.987,0.961,0,"NK","HLA-A"
"BIN21",0,0.837104194025859,0.735,0.529,0,"NK","BIN2"
"IRF1",0,0.836739573586441,0.598,0.443,0,"NK","IRF1"
"RAC2",0,0.819229822670215,0.917,0.799,0,"NK","RAC2"
"PAXX1",0,0.816632358401267,0.636,0.425,0,"NK","PAXX"
"B2M",0,0.795560621454409,1,1,0,"NK","B2M"
"PTPRCAP2",0,0.795071455365875,0.821,0.534,0,"NK","PTPRCAP"
"IER2",0,0.792613063950868,0.604,0.522,0,"NK","IER2"
"SEPT7",0,0.764300526077551,0.717,0.541,0,"NK","SEPT7"
"HSPA5",0,0.757878579293368,0.58,0.422,0,"NK","HSPA5"
"RAP1B1",0,0.749358455687216,0.768,0.57,0,"NK","RAP1B"
"SRGN2",0,0.74498792346314,0.926,0.691,0,"NK","SRGN"
"OSTF1",0,0.742756426219496,0.571,0.405,0,"NK","OSTF1"
"DOK21",0,0.739608373278443,0.541,0.337,0,"NK","DOK2"
"SKAP1",0,0.736761208729832,0.51,0.276,0,"NK","SKAP1"
"EVL1",0,0.735296513998634,0.803,0.568,0,"NK","EVL"
"CD69",0,0.734651360128246,0.582,0.425,0,"NK","CD69"
"FAM49B",0,0.727828338508518,0.571,0.405,0,"NK","FAM49B"
"ZFP362",0,0.724739768193648,0.705,0.663,0,"NK","ZFP36"
"HLA-E1",0,0.718679114390473,0.989,0.954,0,"NK","HLA-E"
"CCND31",0,0.711427475492296,0.743,0.584,0,"NK","CCND3"
"BSG",0,0.708769481277767,0.582,0.41,0,"NK","BSG"
"PPP1R18",0,0.707814670354488,0.575,0.409,0,"NK","PPP1R18"
"MYL12A1",0,0.701201552369916,0.961,0.891,0,"NK","MYL12A"
"ANXA6",0,0.700159184187149,0.631,0.451,0,"NK","ANXA6"
"CD53",0,0.684320744352362,0.687,0.537,0,"NK","CD53"
"FLNA1",0,0.678139323117226,0.74,0.586,0,"NK","FLNA"
"ARPC2",0,0.672161919106545,0.922,0.825,0,"NK","ARPC2"
"DBI",0,0.668207129756553,0.686,0.532,0,"NK","DBI"
"ZEB21",0,0.661374740432191,0.553,0.354,0,"NK","ZEB2"
"BZW1",0,0.660849865108992,0.546,0.411,0,"NK","BZW1"
"PPP1CA",0,0.631169369676237,0.73,0.59,0,"NK","PPP1CA"
"SELPLG",0,0.62386961742198,0.53,0.389,0,"NK","SELPLG"
"PRMT2",0,0.623797766692287,0.576,0.426,0,"NK","PRMT2"
"MSN1",0,0.623741538955412,0.716,0.585,0,"NK","MSN"
"CFL1",0,0.62333945705174,0.981,0.946,0,"NK","CFL1"
"TBC1D10C",0,0.615832330188961,0.583,0.415,0,"NK","TBC1D10C"
"CLEC2B",0,0.610848372026773,0.527,0.374,0,"NK","CLEC2B"
"WIPF11",0,0.608073089673244,0.597,0.457,0,"NK","WIPF1"
"HLA-B",0,0.60417663272357,0.98,0.979,0,"NK","HLA-B"
"PPP2R5C1",0,0.598143879224837,0.513,0.365,0,"NK","PPP2R5C"
"RNF213",0,0.595457476437722,0.683,0.565,0,"NK","RNF213"
"CFLAR",0,0.589915659790806,0.534,0.41,0,"NK","CFLAR"
"NDUFB7",0,0.581573169518449,0.568,0.445,0,"NK","NDUFB7"
"HLA-F",0,0.572734169940458,0.655,0.548,0,"NK","HLA-F"
"RBM39",0,0.569703162638844,0.745,0.674,0,"NK","RBM39"
"YWHAZ1",0,0.568187365687336,0.876,0.789,0,"NK","YWHAZ"
"PPIB",0,0.566155453320813,0.823,0.717,0,"NK","PPIB"
"PSMB10",0,0.566057974634082,0.62,0.51,0,"NK","PSMB10"
"TCF25",0,0.56232572984431,0.573,0.486,0,"NK","TCF25"
"RALY",0,0.53769235259369,0.541,0.429,0,"NK","RALY"
"PSME1",0,0.537054937049103,0.882,0.807,0,"NK","PSME1"
"HMGN3",0,0.533987530708119,0.524,0.413,0,"NK","HMGN3"
"GUK1",0,0.531296422303028,0.676,0.569,0,"NK","GUK1"
"PTPRC",0,0.527440303567634,0.901,0.84,0,"NK","PTPRC"
"ADGRE5",0,0.523995100185215,0.536,0.41,0,"NK","ADGRE5"
"YWHAQ1",0,0.523490810149039,0.534,0.407,0,"NK","YWHAQ"
"NDUFB2",0,0.522301885174231,0.675,0.574,0,"NK","NDUFB2"
"MYL12B",0,0.518303414172689,0.837,0.752,0,"NK","MYL12B"
"CAP11",0,0.510050017990886,0.616,0.513,0,"NK","CAP1"
"PSMB9",0,0.508559590626211,0.73,0.633,0,"NK","PSMB9"
"LCK2",0,0.506393712621386,0.615,0.422,0,"NK","LCK"
"CYBA1",0,0.501254864089621,0.898,0.776,0,"NK","CYBA"
"PLD41",0,4.07182515358894,0.932,0.041,0,"pDC","PLD4"
"LILRA4",0,3.85382425549768,0.926,0.004,0,"pDC","LILRA4"
"ITM2C",0,3.73766037856748,0.932,0.067,0,"pDC","ITM2C"
"IRF8",0,3.50821222948433,0.942,0.129,0,"pDC","IRF8"
"IRF7",0,3.38565221586905,0.946,0.274,0,"pDC","IRF7"
"JCHAIN",0,3.25539859632745,0.937,0.05,0,"pDC","JCHAIN"
"SERPINF1",0,3.12753063517186,0.895,0.017,0,"pDC","SERPINF1"
"IGKC",0,3.0292334843238,0.916,0.068,0,"pDC","IGKC"
"NAPSA1",0,3.02392633027909,0.917,0.138,0,"pDC","NAPSA"
"APP",0,2.88642918480998,0.912,0.12,0,"pDC","APP"
"UGCG",0,2.8553360692038,0.908,0.063,0,"pDC","UGCG"
"TCF4",0,2.85225593993464,0.898,0.068,0,"pDC","TCF4"
"CCDC50",0,2.80345986448179,0.907,0.074,0,"pDC","CCDC50"
"MZB1",0,2.70759384050152,0.87,0.028,0,"pDC","MZB1"
"TPM2",0,2.68634962620226,0.77,0.007,0,"pDC","TPM2"
"IL3RA",0,2.64662134280657,0.838,0.021,0,"pDC","IL3RA"
"TXN2",0,2.56062718293927,0.926,0.411,0,"pDC","TXN"
"CD743",0,2.49694694491757,0.997,0.873,0,"pDC","CD74"
"SCT",0,2.49312008680156,0.695,0,0,"pDC","SCT"
"ALOX5AP1",0,2.41632691646137,0.931,0.332,0,"pDC","ALOX5AP"
"BCL11A",0,2.37386182600386,0.847,0.094,0,"pDC","BCL11A"
"GZMB1",0,2.35859966863718,0.897,0.263,0,"pDC","GZMB"
"CLEC4C",0,2.30423379618504,0.795,0.002,0,"pDC","CLEC4C"
"SEC61B",0,2.22064276218235,0.963,0.561,0,"pDC","SEC61B"
"PPP1R14B",0,2.21393710643991,0.785,0.033,0,"pDC","PPP1R14B"
"TSPAN13",0,2.18963428854105,0.781,0.022,0,"pDC","TSPAN13"
"DERL3",0,2.14872185300212,0.754,0.012,0,"pDC","DERL3"
"CYB561A3",0,2.13611626736198,0.853,0.141,0,"pDC","CYB561A3"
"C12orf751",0,2.13155579147841,0.893,0.257,0,"pDC","C12orf75"
"HERPUD1",0,2.11301481362911,0.906,0.304,0,"pDC","HERPUD1"
"FAM129C1",0,2.11064843433331,0.809,0.064,0,"pDC","FAM129C"
"PLAC81",0,2.06557746793302,0.946,0.402,0,"pDC","PLAC8"
"TRAF4",0,2.02141255653347,0.669,0.031,0,"pDC","TRAF4"
"IRF4",0,1.97225547735502,0.613,0.028,0,"pDC","IRF4"
"RNASE61",0,1.97157551701913,0.838,0.133,0,"pDC","RNASE6"
"STMN1",0,1.96679867661193,0.824,0.124,0,"pDC","STMN1"
"NPC22",0,1.94766424806061,0.949,0.421,0,"pDC","NPC2"
"LRRC26",0,1.9310503257835,0.597,0,0,"pDC","LRRC26"
"LILRB41",0,1.8839704524902,0.801,0.096,0,"pDC","LILRB4"
"RHEX",0,1.86051636025455,0.702,0.01,0,"pDC","RHEX"
"HLA-DRA3",0,1.85310792056726,0.975,0.427,0,"pDC","HLA-DRA"
"SPIB",0,1.84810448357821,0.724,0.036,0,"pDC","SPIB"
"DNASE1L3",0,1.83346634729536,0.677,0.004,0,"pDC","DNASE1L3"
"HSP90B11",0,1.8321736708468,0.964,0.558,0,"pDC","HSP90B1"
"SPCS1",0,1.80205201909298,0.949,0.544,0,"pDC","SPCS1"
"CLIC31",0,1.7741376785121,0.755,0.164,0,"pDC","CLIC3"
"SOX4",0,1.74669871826808,0.581,0.077,0,"pDC","SOX4"
"MAP1A",0,1.74349101820544,0.632,0.005,0,"pDC","MAP1A"
"PTCRA1",0,1.72783162126575,0.676,0.01,0,"pDC","PTCRA"
"HLA-DPA13",0,1.72450308168631,0.966,0.546,0,"pDC","HLA-DPA1"
"SMPD3",0,1.71202190859637,0.621,0.01,0,"pDC","SMPD3"
"PTPRS",0,1.67007691755716,0.601,0.004,0,"pDC","PTPRS"
"HLA-DMA3",0,1.65498311928742,0.906,0.278,0,"pDC","HLA-DMA"
"SELENOS",0,1.65485272924295,0.802,0.197,0,"pDC","SELENOS"
"PLP21",0,1.62917004309812,0.917,0.424,0,"pDC","PLP2"
"FCHSD2",0,1.62900125005358,0.702,0.09,0,"pDC","FCHSD2"
"LGMN",0,1.60870478132809,0.655,0.02,0,"pDC","LGMN"
"MPEG11",0,1.60453840581551,0.805,0.195,0,"pDC","MPEG1"
"TGFBI2",0,1.59845465162145,0.793,0.142,0,"pDC","TGFBI"
"TNFRSF21",0,1.57406384596575,0.603,0.002,0,"pDC","TNFRSF21"
"CXCR3",0,1.5720258526376,0.669,0.061,0,"pDC","CXCR3"
"LAMP5",0,1.56671826151129,0.537,0.003,0,"pDC","LAMP5"
"RUNX2",0,1.56129637063265,0.687,0.054,0,"pDC","RUNX2"
"GAPT",0,1.5608295767506,0.644,0.064,0,"pDC","GAPT"
"CCDC88A1",0,1.54437490024765,0.76,0.158,0,"pDC","CCDC88A"
"SPINT21",0,1.52215212639406,0.801,0.157,0,"pDC","SPINT2"
"ZFAT",0,1.4974342282319,0.584,0.021,0,"pDC","ZFAT"
"GRN2",0,1.49291111993208,0.904,0.317,0,"pDC","GRN"
"GSN1",0,1.48451056906002,0.756,0.114,0,"pDC","GSN"
"LINC00996",0,1.45780637366878,0.504,0.009,0,"pDC","LINC00996"
"BLNK",0,1.43656105911915,0.63,0.034,0,"pDC","BLNK"
"GAS6",0,1.43532231290031,0.534,0.017,0,"pDC","GAS6"
"PPIB1",0,1.4286002450359,0.958,0.732,0,"pDC","PPIB"
"PTPRE2",0,1.41680110797895,0.813,0.249,0,"pDC","PTPRE"
"UBE2J1",0,1.40124142437604,0.805,0.276,0,"pDC","UBE2J1"
"TAGLN22",0,1.38893688888805,0.97,0.777,0,"pDC","TAGLN2"
"IGFLR1",0,1.37751194922443,0.741,0.143,0,"pDC","IGFLR1"
"PARK71",0,1.37395009562051,0.913,0.536,0,"pDC","PARK7"
"RPS6KA4",0,1.37158800092748,0.681,0.121,0,"pDC","RPS6KA4"
"RNASET22",0,1.37007752485659,0.922,0.505,0,"pDC","RNASET2"
"MAN2B11",0,1.34664225871247,0.775,0.214,0,"pDC","MAN2B1"
"HLA-DPB12",0,1.32639628830759,0.941,0.507,0,"pDC","HLA-DPB1"
"ST6GALNAC4",0,1.31663228310228,0.621,0.043,0,"pDC","ST6GALNAC4"
"MAPKAPK2",0,1.31262657439782,0.622,0.089,0,"pDC","MAPKAPK2"
"CTSB2",0,1.30758015150261,0.862,0.314,0,"pDC","CTSB"
"CD681",0,1.3023735676286,0.873,0.242,0,"pDC","CD68"
"HLA-DQA12",0,1.29836003767049,0.645,0.14,0,"pDC","HLA-DQA1"
"OFD1",0,1.29600473353527,0.707,0.177,0,"pDC","OFD1"
"AC119428.2",0,1.29312990118179,0.548,0.012,0,"pDC","AC119428.2"
"CD2AP",0,1.29278270015619,0.648,0.095,0,"pDC","CD2AP"
"IDH3A",0,1.28159414673977,0.621,0.078,0,"pDC","IDH3A"
"FCER1G2",0,1.2672789515375,0.956,0.38,0,"pDC","FCER1G"
"EIF4A3",0,1.25726268034992,0.602,0.105,0,"pDC","EIF4A3"
"HLA-DQB12",0,1.25696550910274,0.846,0.262,0,"pDC","HLA-DQB1"
"RUBCNL",0,1.23814917050008,0.576,0.041,0,"pDC","RUBCNL"
"CAPG2",0,1.23759158867782,0.838,0.253,0,"pDC","CAPG"
"UNC93B1",0,1.23333283478156,0.628,0.11,0,"pDC","UNC93B1"
"CAT1",0,1.21228295575471,0.738,0.203,0,"pDC","CAT"
"SFT2D2",0,1.21033521645179,0.698,0.185,0,"pDC","SFT2D2"
"WDFY4",0,1.19460063698766,0.567,0.05,0,"pDC","WDFY4"
"DAB21",0,1.19399290545318,0.549,0.034,0,"pDC","DAB2"
"CSF2RB",0,1.19278328803552,0.515,0.045,0,"pDC","CSF2RB"
"PTCH2",0,1.19106503534186,0.533,0.118,0,"pDC","PTCH2"
"FKBP2",0,1.18624330859827,0.756,0.225,0,"pDC","FKBP2"
"OSTC1",0,1.18454982689427,0.818,0.288,0,"pDC","OSTC"
"NUCB2",0,1.18378426458899,0.77,0.239,0,"pDC","NUCB2"
"MEF2C2",0,1.16833436687529,0.725,0.166,0,"pDC","MEF2C"
"PHACTR1",0,1.14745961768049,0.563,0.059,0,"pDC","PHACTR1"
"PHB",0,1.13737123337567,0.761,0.246,0,"pDC","PHB"
"RRBP1",0,1.12762562974108,0.582,0.123,0,"pDC","RRBP1"
"ERN1",0,1.11168532203997,0.571,0.131,0,"pDC","ERN1"
"SLC15A4",0,1.08201781177018,0.517,0.069,0,"pDC","SLC15A4"
"SULF2",0,1.0736674111248,0.545,0.077,0,"pDC","SULF2"
"HLA-DMB2",0,1.06021514621509,0.681,0.18,0,"pDC","HLA-DMB"
"C12orf45",0,1.00608466539966,0.626,0.164,0,"pDC","C12orf45"
"CXXC5",0,1.00269819491278,0.558,0.092,0,"pDC","CXXC5"
"CCDC186",0,0.997210230830358,0.581,0.135,0,"pDC","CCDC186"
"TSPAN3",0,0.986709125668103,0.581,0.114,0,"pDC","TSPAN3"
"IGHM1",0,0.986234222071031,0.613,0.067,0,"pDC","IGHM"
"SYK2",0,0.984926051100148,0.736,0.219,0,"pDC","SYK"
"A1BG",0,0.980435773039818,0.56,0.133,0,"pDC","A1BG"
"MIF4GD",0,0.975036292108456,0.656,0.177,0,"pDC","MIF4GD"
"SNRNP25",0,0.973962825534816,0.535,0.085,0,"pDC","SNRNP25"
"CORO1C",0,0.973091742070669,0.536,0.089,0,"pDC","CORO1C"
"TP53I13",0,0.963885806380808,0.562,0.092,0,"pDC","TP53I13"
"ATG101",0,0.948681274697212,0.501,0.083,0,"pDC","ATG101"
"PARP10",0,0.934476301006483,0.617,0.155,0,"pDC","PARP10"
"GNG7",0,0.931360680758539,0.515,0.051,0,"pDC","GNG7"
"NME4",0,0.929358719662163,0.532,0.12,0,"pDC","NME4"
"AHCY",0,0.929029803980998,0.554,0.105,0,"pDC","AHCY"
"PLA2G16",0,0.917558319232904,0.551,0.133,0,"pDC","PLA2G16"
"SCARB2",0,0.904842485480366,0.528,0.114,0,"pDC","SCARB2"
"DDAH2",0,0.840323625397381,0.525,0.11,0,"pDC","DDAH2"
"VAMP82",9.3669891907476e-305,1.32099453376959,0.928,0.577,2.61273429497523e-300,"pDC","VAMP8"
"GPR183",2.4100185752835e-301,1.1050351226188,0.555,0.138,6.72226481203827e-297,"pDC","GPR183"
"LAIR1",2.23427519937626e-300,0.956198121261309,0.602,0.163,6.23206381362019e-296,"pDC","LAIR1"
"TM9SF2",7.07785094684369e-297,1.22521792982067,0.767,0.265,1.97422496460311e-292,"pDC","TM9SF2"
"ERP29",6.02578815002226e-295,1.21747165118794,0.942,0.638,1.68077308868571e-290,"pDC","ERP29"
"CNPY32",6.2380153473876e-294,1.25825861153484,0.906,0.452,1.73996962084682e-289,"pDC","CNPY3"
"CHD9",9.58322141768103e-293,0.878552149892787,0.607,0.163,2.67304795003377e-288,"pDC","CHD9"
"JAML2",6.3763405898836e-290,0.929418663143742,0.734,0.228,1.77855268073623e-285,"pDC","JAML"
"HLA-DRB53",2.12217277908684e-289,1.39425378378472,0.912,0.422,5.91937653270691e-285,"pDC","HLA-DRB5"
"TUBA1B2",6.85757387036274e-289,1.44560759284046,0.859,0.429,1.91278307966028e-284,"pDC","TUBA1B"
"RNF1302",4.16461753618844e-287,1.05104504735813,0.78,0.261,1.16163676936904e-282,"pDC","RNF130"
"SSR4",8.29702644589198e-281,1.20307602495362,0.949,0.685,2.31428958655265e-276,"pDC","SSR4"
